,frac_pol,psi0_deg,RM_screen_radm2,RM_src_radm2,sigma_RM_2_true,sigmaRM_FG_true,SNR,model,frac_pol_seed,RM_screen_seed,RM_source_seed,sigmaRM_seed,sigma_FG_seed,psi0_seed
0,0.20357817492546915,97.22764367480296,-240.7722235,0,0,0,51.27863152710716,faraday_simple,13536,9841,4425,4039,8532,9321
1,0.3975639259713334,9.818394962199598,661.3776110150861,0,0,0,24.049022441373403,faraday_simple,13536,9841,4425,4039,8532,9321
2,0.22378605991970255,27.399455983807112,560.8392215426502,0,0,0,40.55511084677074,faraday_simple,13536,9841,4425,4039,8532,9321
3,0.12748769919360006,31.18620979415138,-1099.028837,0,0,0,12.38123286,faraday_simple,13536,9841,4425,4039,8532,9321
4,0.3554509668853058,79.95282490381187,213.3233755619858,0,0,0,23.82048857565461,faraday_simple,13536,9841,4425,4039,8532,9321
5,0.247528181,74.31025759825813,91.08672454290058,0,0,0,39.169706186847435,faraday_simple,13536,9841,4425,4039,8532,9321
6,0.3499465416548606,163.23145812657535,-440.3194153,0,0,0,49.04585607502088,faraday_simple,13536,9841,4425,4039,8532,9321
7,0.29534574755267373,104.99122567539455,-770.6544017,0,0,0,17.265287392110118,faraday_simple,13536,9841,4425,4039,8532,9321
8,0.33260594927836334,34.947395067409154,645.3960996733883,0,0,0,37.29059839693396,faraday_simple,13536,9841,4425,4039,8532,9321
9,0.2508648436919313,96.36633288341977,-733.3649608,0,0,0,15.039641171774647,faraday_simple,13536,9841,4425,4039,8532,9321
10,0.39067863127320557,117.15696786156803,-628.7062037,0,0,0,10.518898110096403,faraday_simple,13536,9841,4425,4039,8532,9321
11,0.22686149234230857,70.53538776173936,-1015.448911,0,0,0,22.85202925050948,faraday_simple,13536,9841,4425,4039,8532,9321
12,0.082164266,60.267863122074786,-294.164639,0,0,0,32.362884558678296,faraday_simple,13536,9841,4425,4039,8532,9321
13,0.21092862413335575,114.51068882843863,-396.7271437,0,0,0,12.69055835328306,faraday_simple,13536,9841,4425,4039,8532,9321
14,0.095220609,105.89722764463748,-305.4805254,0,0,0,37.39215017994185,faraday_simple,13536,9841,4425,4039,8532,9321
15,0.12485338671326657,7.857278257783649,817.7791035438854,0,0,0,12.789970811833193,faraday_simple,13536,9841,4425,4039,8532,9321
16,0.14134289207726558,103.2418142654784,327.1391441440994,0,0,0,43.926490773726854,faraday_simple,13536,9841,4425,4039,8532,9321
17,0.3759493023529731,6.466011944242409,-580.9795791,0,0,0,57.07540236948329,faraday_simple,13536,9841,4425,4039,8532,9321
18,0.39299280017860144,32.43836205092874,-36.3140308,0,0,0,22.181634516913057,faraday_simple,13536,9841,4425,4039,8532,9321
19,0.3542808316716011,98.19447025702011,243.74840104672694,0,0,0,18.247343327646163,faraday_simple,13536,9841,4425,4039,8532,9321
20,0.27529705061013043,140.61146266706913,-791.7589134,0,0,0,22.154428421443264,faraday_simple,13536,9841,4425,4039,8532,9321
21,0.24069035636152047,138.06411303101086,511.6766182979877,0,0,0,15.08078185709383,faraday_simple,13536,9841,4425,4039,8532,9321
22,0.3794562740588276,161.80665503647748,73.32555850067433,0,0,0,25.89143097892928,faraday_simple,13536,9841,4425,4039,8532,9321
23,0.027950508795614223,31.84700813118607,941.0088817100632,0,0,0,51.493811878139596,faraday_simple,13536,9841,4425,4039,8532,9321
24,0.37757902050259123,78.95738137403333,653.1137597088025,0,0,0,35.78697782,faraday_simple,13536,9841,4425,4039,8532,9321
25,0.20109542704474026,136.9360553656005,-331.7405978,0,0,0,22.128184187170728,faraday_simple,13536,9841,4425,4039,8532,9321
26,0.24396812384331615,54.66938009327387,-844.7125002,0,0,0,42.10404634685307,faraday_simple,13536,9841,4425,4039,8532,9321
27,0.381433914,160.54615921913629,-810.2745973,0,0,0,46.05795391097566,faraday_simple,13536,9841,4425,4039,8532,9321
28,0.20675821092426286,54.052712165897404,-909.4219939,0,0,0,20.668830420327396,faraday_simple,13536,9841,4425,4039,8532,9321
29,0.16498711325539295,172.94045100016365,-298.2372653,0,0,0,36.82084257961473,faraday_simple,13536,9841,4425,4039,8532,9321
30,0.2769826252390051,166.75161795367632,-975.0246528,0,0,0,13.020994625460322,faraday_simple,13536,9841,4425,4039,8532,9321
31,0.023581082,92.91273731504789,149.81992184371074,0,0,0,42.48874564699001,faraday_simple,13536,9841,4425,4039,8532,9321
32,0.15207401409400306,158.9268103864945,901.4408582066815,0,0,0,27.55444400713259,faraday_simple,13536,9841,4425,4039,8532,9321
33,0.13213464723739984,113.42471031011347,1060.0012359916386,0,0,0,47.20850676309669,faraday_simple,13536,9841,4425,4039,8532,9321
34,0.13102780484248253,76.29558163237215,-507.9497527,0,0,0,47.018871514771604,faraday_simple,13536,9841,4425,4039,8532,9321
35,0.18783534694593573,159.2569383430637,-857.6333495,0,0,0,45.83638541012925,faraday_simple,13536,9841,4425,4039,8532,9321
36,0.12857590386409212,107.61953066714013,398.18495534338354,0,0,0,58.61620035618608,faraday_simple,13536,9841,4425,4039,8532,9321
37,0.003702588,5.163310551687457,846.6255147943548,0,0,0,11.38258438464422,faraday_simple,13536,9841,4425,4039,8532,9321
38,0.099400516,88.02751856262964,441.1412323760128,0,0,0,25.989987262070635,faraday_simple,13536,9841,4425,4039,8532,9321
39,0.2539011965598814,163.11868751261764,-704.6774628,0,0,0,49.74193416329608,faraday_simple,13536,9841,4425,4039,8532,9321
