,frac_pol,psi0_deg,RM_screen_radm2,RM_src_radm2,sigma_RM_2,sigmaRM_FG,frac_pol_2_comp,SNR,model,frac_pol_seed,RM_screen_seed,RM_source_seed,sigmaRM_seed,sigma_FG_seed,psi0_seed
0,0.03602175146398567,153.96756196978993,724.5780861519454,69.27373946212055,0,0,0,9.679497964681165,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
1,0.30759381833829696,116.38810648956668,13.474005631974933,34.54051701775564,0,0,0,10.030231968037992,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
2,0.13900816121699272,12.419409917035061,160.03506158931623,24.406867484522646,0,0,0,49.5242848528712,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
3,0.3657444167649262,49.1818102857657,-1070.3962285092634,10.803339084634821,0,0,0,40.60464095040716,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
4,0.27901622563247275,117.76894750075961,137.72001185947465,83.16926464298899,0,0,0,6.246377620298203,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
5,0.14016650691638535,175.16291202975765,68.56416287651291,79.09088188001893,0,0,0,33.21075277308793,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
6,0.03575235824656207,43.820404908787744,166.44303905657807,20.213658009636642,0,0,0,5.6577015274301115,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
7,0.004105716768003538,136.63154121780104,-627.2308223096826,63.35453450277873,0,0,0,26.963522527058245,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
8,0.13926033954288436,177.1285859515053,1098.5880789516514,22.525606318714892,0,0,0,25.256649364295974,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
9,0.1592961250717712,165.09490111080927,-399.6573690689587,81.34053083714849,0,0,0,35.09552617680831,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
10,0.003832560570620041,93.97777474519407,-238.04062965541038,38.896643238689116,0,0,0,46.83913939909208,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
11,0.30749373940307545,126.53206116312452,405.32748216144637,38.70157761837156,0,0,0,28.68376118968231,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
12,0.2701278811907107,162.89459283101735,-643.4599035711267,19.27022442342377,0,0,0,24.344186254637265,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
13,0.03168671869447916,116.14274508009316,859.1074200248024,41.19284607899231,0,0,0,17.01663237883814,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
14,0.1958035136886015,127.35704967211714,36.39524431046857,95.04139259991972,0,0,0,45.230623352701116,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
15,0.15787924677053702,157.02197604901602,-927.123317876071,93.62885344209184,0,0,0,35.19909138108525,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
16,0.13450798175835935,93.01041660911302,-25.246315023656507,63.84708871920922,0,0,0,49.379851942210244,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
17,0.30880597426782286,117.79579707978701,-432.69381015923125,50.00901559343723,0,0,0,29.796764459611413,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
18,0.3694364428490599,153.06252320188753,1016.5281461965837,30.329690772425543,0,0,0,5.521708419610093,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
19,0.008523481833763571,46.81492016172817,880.2146971603897,78.85239100668706,0,0,0,33.80163307918751,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
20,0.3886744775118053,160.38722486206788,397.53583070600166,15.560223559343381,0,0,0,47.409480736758496,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
21,0.24821919731040717,80.97892556930441,-781.6128963068732,36.13350972637331,0,0,0,32.11202448904251,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
22,0.20136548240039256,104.9518488027007,189.32380084777878,68.53600239257176,0,0,0,26.22765166910119,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
23,0.24715060371748176,101.43800075395504,236.0160314379932,20.40485389922636,0,0,0,40.907142491666704,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
24,0.2018327153190254,105.45869118621913,-754.2785497730991,17.72303241012793,0,0,0,34.16013830699923,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
25,0.12461327308721713,59.30551998166843,362.6256036368816,56.977327639001125,0,0,0,16.14757077517799,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
26,0.0028424379494213737,36.141388963714796,530.0136887331976,60.30188832873482,0,0,0,30.710553790879743,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
27,0.09266837998873854,136.20595589370794,-168.0062895014512,53.97779098158341,0,0,0,6.834979405603021,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
28,0.23852939526913305,98.38784295017379,800.2959106493474,8.441372434554056,0,0,0,36.25944031707321,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
29,0.2783422409469779,135.0405796662323,-263.85978109885,32.15976795952577,0,0,0,5.231079283072201,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
30,0.3587789605481513,68.1124724584684,134.59802766641633,72.25566947608975,0,0,0,35.41370305605495,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
31,0.19458211830665542,106.50770954527974,-254.69255532543605,26.47235378341352,0,0,0,42.72723550124622,burnslab_unif_fg,1354,9431,42235,43209,3232,93321
