,frac_pol,psi0_deg,RM_screen_radm2,RM_src_radm2,sigma_RM_2,sigmaRM_FG,frac_pol_2_comp,SNR,model,frac_pol_seed,RM_screen_seed,RM_source_seed,sigmaRM_seed,sigma_FG_seed,psi0_seed
0,0.2611275321615706,101.72976590553506,0,87.82074995855253,13.815600504923324,0,0,34.65835409922913,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
1,0.31745046759554746,140.22518435220863,0,88.469966166208,12.128073695014399,0,0,12.122143188674496,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
2,0.37848861632647535,169.22944684384052,0,89.51214226800974,24.161551511293904,0,0,27.229452378471578,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
3,0.018189578917725095,68.91376716532137,0,19.19347212978023,16.27918747136312,0,0,31.199529590713666,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
4,0.22174941471488702,69.7191871839931,0,14.776905603860232,10.276882348844545,0,0,14.235789993994425,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
5,0.2685877127904512,137.0684195195676,0,80.77315474011927,10.013218420402877,0,0,38.59603394034609,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
6,0.07019743631720135,166.64818894327536,0,49.00617821939232,4.596909249797932,0,0,28.720190055292523,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
7,0.10290623112712766,88.6704462603909,0,56.97025894307505,0.5054264234692377,0,0,8.60880380152626,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
8,0.2769103462870225,166.99623521087423,0,42.48270222461673,26.359281310617973,0,0,26.577608215611416,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
9,0.0012737345244025217,111.08150410804163,0,8.552787268798888,39.116472505910906,0,0,5.360681975777908,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
10,0.14591823621588149,137.1280669529428,0,7.88107851277286,34.07756046526521,0,0,31.414544856672094,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
11,0.11760874744357512,32.28919622523988,0,52.422115549675574,4.673030194449432,0,0,34.393866785561414,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
12,0.014770790901002393,55.241421524138815,0,81.17815423140479,12.310039753466526,0,0,22.322034287678246,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
13,0.09015360961696485,174.97387960715878,0,6.174241008498042,29.628444299035078,0,0,27.664927375953624,unif_screen_lin_fg,1354,9431,42235,43209,3232,93321
