,frac_pol,psi0_deg,psi0_2_deg,RM_screen_radm2,RM_screen_2_radm2,RM_src_radm2,sigma_RM_2,sigmaRM_FG,frac_pol_2_comp,SNR,model,frac_pol_seed,RM_screen_seed,RM_source_seed,sigmaRM_seed,sigma_FG_seed,psi0_seed
0,0.2562108893232687,137.31020332574607,0,674.0419358666545,0,90.60896251179174,33.527583954678924,0,0,8.00835670608108,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
1,0.056782344630434384,52.43131437415677,0,-143.0677258501238,0,86.9697560902051,3.4644551970985114,0,0,3.717335455590581,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
2,0.2965621193949146,68.63530615395207,0,695.6212222274039,0,84.75815082720926,3.4236485308406612,0,0,19.850028148049525,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
3,0.2191062309442696,72.84192161381684,0,-102.35804664610623,0,28.285764023723893,17.58417636698839,0,0,28.932154753698917,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
4,0.13293422110570888,168.90929082398276,0,-171.8099167540587,0,25.98376546434864,29.038110574632977,0,0,47.76385306267326,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
5,0.1696316479770753,3.240195369444845,0,-968.8655479491131,0,54.55170005766294,42.23949599553755,0,0,26.540402179070213,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
6,0.2103745817686517,46.09454398153241,0,-159.351569179506,0,40.424610714295476,54.08203582262978,0,0,39.86869635058511,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
7,0.22855616954843747,127.32804951297776,0,206.83688337352942,0,25.47087754893701,0.7411577311929892,0,0,10.805459738346709,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
8,0.28123328442942386,0.3700600886874117,0,-179.9939224907339,0,87.34202863784812,56.12295737081617,0,0,29.515173809880146,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
9,0.14499985928270576,51.777249279551775,0,-336.4640157122984,0,11.935752604380571,40.29363000834168,0,0,38.02525177818336,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
10,0.06534448943295258,107.67474721778245,0,-619.9339538388126,0,0.645860499483825,9.82156839252102,0,0,30.300814715300035,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
11,0.27322400358643056,139.6118425672534,0,-191.04614743173988,0,79.90780792259687,9.779069442687828,0,0,42.53520593942428,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
12,0.3782359494596358,142.57871364560145,0,-261.0831502019365,0,43.088588165405625,7.117416475899789,0,0,45.27584472870579,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
13,0.053091885701768066,46.56834607129644,0,-71.22729656876686,0,82.57052563817881,27.785117775397058,0,0,3.0536337390953827,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
14,0.372671513461469,81.03024601014083,0,1079.6196953666918,0,85.43916670215283,8.512425713765692,0,0,41.19120898094182,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
15,0.252649530891002,55.996348808029374,0,1089.526518463802,0,99.92818443681601,23.72312103230586,0,0,20.889550957279667,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
16,0.3755723670788884,125.53901531570382,0,405.9250647351794,0,63.53308228364047,58.56837173030922,0,0,28.800962733053694,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
17,0.12238825328795773,79.43527889865902,0,-757.4549320254637,0,18.322185603734294,24.573901834277894,0,0,3.6684996900256786,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
18,0.2492852763918155,147.655439598544,0,-824.5689392923323,0,52.607367032978054,43.36930905689637,0,0,7.169116591145208,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
19,0.36016765149192415,78.55875455105782,0,-356.20647441854624,0,24.240307768740195,12.550377925808082,0,0,9.564928249200369,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
20,0.05904503745092689,128.81917316775198,0,-284.1683614953299,0,26.50382634265543,45.70855137502598,0,0,6.019141229319909,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
21,0.1046348462904892,115.3819196459501,0,2.9250589790476624,0,59.024264721765526,31.146221512069605,0,0,40.87244093017087,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
22,0.042780523714140005,84.46864816709044,0,400.51806368633925,0,6.299174159344735,28.52117446055823,0,0,32.4014400356518,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
23,0.3435632892317774,105.9621388429805,0,590.7042929238241,0,69.77595152679966,46.77166535619139,0,0,35.25329817642775,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
