,frac_pol,psi0_deg,RM_screen_radm2,RM_src_radm2,sigma_RM_2,sigmaRM_FG,SNR,model,frac_pol_seed,RM_screen_seed,RM_source_seed,sigmaRM_seed,sigma_FG_seed,psi0_seed
0,0.20357817492546915,97.22764367480296,-240.77222346439305,62.54690653470136,0,0,51.27863152710716,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
1,0.3975639259713334,9.818394962199598,661.3776110150861,9.397952730466983,0,0,24.049022441373403,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
2,0.22378605991970255,27.399455983807112,560.8392215426502,26.457353025491436,0,0,40.55511084677074,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
3,0.12748769919360006,31.18620979415138,-1099.0288374227398,87.982424204782,0,0,12.3812328627309,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
4,0.3554509668853058,79.95282490381187,213.3233755619858,48.59106952924492,0,0,23.82048857565461,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
5,0.247528181265254,74.31025759825813,91.08672454290058,87.65522187068967,0,0,39.169706186847435,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
6,0.3499465416548606,163.23145812657535,-440.3194152964512,95.43034653998266,0,0,49.04585607502088,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
7,0.29534574755267373,104.99122567539455,-770.6544016965661,25.50253226311312,0,0,17.265287392110118,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
8,0.33260594927836334,34.947395067409154,645.3960996733883,62.606778694355846,0,0,37.29059839693396,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
9,0.2508648436919313,96.36633288341977,-733.3649608093187,76.18355722548172,0,0,15.039641171774647,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
10,0.39067863127320557,117.15696786156803,-628.7062037280482,71.81203707391327,0,0,10.518898110096403,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
11,0.22686149234230857,70.53538776173936,-1015.4489107227632,50.83315401395127,0,0,22.85202925050948,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
12,0.08216426611987589,60.267863122074786,-294.16463898855443,86.86658212227373,0,0,32.362884558678296,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
13,0.21092862413335575,114.51068882843863,-396.7271437447606,87.26804141490003,0,0,12.69055835328306,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
14,0.09522060917970854,105.89722764463748,-305.48052538391835,93.08478718812424,0,0,37.39215017994185,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
15,0.12485338671326657,7.857278257783649,817.7791035438854,91.62322657065152,0,0,12.789970811833193,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
16,0.14134289207726558,103.2418142654784,327.1391441440994,8.397383250425303,0,0,43.926490773726854,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
17,0.3759493023529731,6.466011944242409,-580.9795791004459,65.18700821463963,0,0,57.07540236948329,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
18,0.39299280017860144,32.43836205092874,-36.31403080019186,13.704621495847286,0,0,22.181634516913057,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
19,0.3542808316716011,98.19447025702011,243.74840104672694,31.206456845969623,0,0,18.247343327646163,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
20,0.27529705061013043,140.61146266706913,-791.7589133869617,12.013793745100427,0,0,22.154428421443264,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
21,0.24069035636152047,138.06411303101086,511.6766182979877,11.532900843706804,0,0,15.08078185709383,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
22,0.3794562740588276,161.80665503647748,73.32555850067433,70.2941021599564,0,0,25.89143097892928,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
23,0.027950508795614223,31.84700813118607,941.0088817100632,48.401840101064096,0,0,51.493811878139596,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
24,0.37757902050259123,78.95738137403333,653.1137597088025,74.32472832315018,0,0,35.7869778167875,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
25,0.20109542704474026,136.9360553656005,-331.74059783227574,0.31945725157262095,0,0,22.128184187170728,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
26,0.24396812384331615,54.66938009327387,-844.712500194235,66.16464741237861,0,0,42.10404634685307,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
27,0.381433914291179,160.54615921913629,-810.2745972519479,30.10696423113833,0,0,46.05795391097566,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
28,0.20675821092426286,54.052712165897404,-909.4219938874726,14.551779429294847,0,0,20.668830420327396,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
29,0.16498711325539295,172.94045100016365,-298.2372652912054,92.33073748146568,0,0,36.82084257961473,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
30,0.2769826252390051,166.75161795367632,-975.0246528204897,80.6470441224324,0,0,13.020994625460322,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
31,0.02358108160034389,92.91273731504789,149.81992184371074,46.021215860965576,0,0,42.48874564699001,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
32,0.15207401409400306,158.9268103864945,901.4408582066815,88.44359000197056,0,0,27.55444400713259,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
33,0.13213464723739984,113.42471031011347,1060.0012359916386,0.2588709491462724,0,0,47.20850676309669,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
34,0.13102780484248253,76.29558163237215,-507.9497526677321,9.133020395833054,0,0,47.018871514771604,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
35,0.18783534694593573,159.2569383430637,-857.6333494916611,67.71585992326735,0,0,45.83638541012925,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
36,0.12857590386409212,107.61953066714013,398.18495534338354,54.124457315860994,0,0,58.61620035618608,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
37,0.0037025882476180976,5.163310551687457,846.6255147943548,99.67736675682293,0,0,11.38258438464422,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
38,0.09940051553117787,88.02751856262964,441.1412323760128,73.99054522464785,0,0,25.989987262070635,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
39,0.2539011965598814,163.11868751261764,-704.677462804101,80.33731592317824,0,0,49.74193416329608,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
40,0.09478284538010429,147.27427644877014,123.22127826474798,43.36406891567091,0,0,14.20212095510276,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
41,0.23672098653463994,41.07336825529635,-461.3942683386199,95.72550824146221,0,0,58.743950580804395,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
42,0.23197998894719601,39.66492269794563,-509.7812044727408,1.1252334109797029,0,0,5.087514182638312,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
43,0.2677096336202783,62.08325273512485,-696.6413852810407,86.66129031249218,0,0,46.64306553396115,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
44,0.34543388157198057,98.02305901486905,218.18201540617042,73.53654407392129,0,0,24.505983285335983,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
45,0.01628860600439152,73.77806072124173,-10.18234985257618,98.17601402019812,0,0,19.556922970053634,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
46,0.015063111676605598,24.442463422923048,-788.0647682800616,64.8083331607455,0,0,45.0266498659794,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
47,0.3747705525452181,118.535283978647,674.7534867951836,39.73035058475142,0,0,38.17275479418556,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
48,0.11973119472872357,128.2787071476508,1015.032551907314,37.70796024089007,0,0,54.1588719984608,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
49,0.24915907369521229,173.26518935759316,483.8652860890588,54.09414125059362,0,0,48.949644910038735,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
50,0.09733333853207335,175.2352012419641,-702.5216265830993,64.06562996548834,0,0,28.506920465905605,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
51,0.38959563539941583,145.19683354005716,528.0699294439185,39.67058684668648,0,0,49.82953479668962,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
52,0.1973549152722921,24.050569162933964,-918.1888602578249,72.3306085121367,0,0,57.00869250825075,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
53,0.10217233396450467,33.78155219425311,253.54669451860696,95.11854234132684,0,0,39.04201423103507,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
54,0.17196379796887315,142.76128332454698,323.1835052838751,91.45735926075123,0,0,9.111292734361268,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
55,0.30507500467657156,19.747333899293984,-485.075421863932,60.862490754083,0,0,13.035365552719307,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
56,0.20625101360335138,71.18366319739367,-409.6422873234221,78.40972880007982,0,0,38.14531105279117,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
57,0.23679627837131692,179.04824624052674,-406.8315778894955,33.4532241304248,0,0,44.271980306569766,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
58,0.15502138928203768,1.4991391125629172,757.5276511301618,48.53426426036762,0,0,12.088262175827378,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
59,0.06676500719525895,88.97748663353305,587.5135164557257,26.4356696752378,0,0,14.488529864574298,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
60,0.09062449395513666,164.75267420370326,569.49871477789,22.491329922176757,0,0,44.697212113473846,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
61,0.24353235694687567,177.24889577678283,-811.2626516370675,37.22177467952855,0,0,37.06974924036765,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
62,0.10623006629153953,171.26620980525917,181.45172146548612,24.500005378490414,0,0,21.76884720156126,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
63,0.2604610068932427,75.06783618569354,307.2632746518241,82.73267039788485,0,0,53.18452715017986,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
64,0.039053143097210835,112.1669166023398,-919.7558632527005,53.426215538752345,0,0,16.62991309447999,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
65,0.17099583335099816,2.9816503499156655,-442.0347099670455,25.23424770599992,0,0,45.61850530327092,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
66,0.20017256049878293,159.27553445907677,-393.32376400735996,10.129793451441914,0,0,55.34000314052052,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
67,0.08267395538164483,97.74335626974208,122.8850945156089,26.7135666563702,0,0,29.912281343563354,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
68,0.29616505574981145,7.4610221392880005,-293.0140039196897,93.82113050823841,0,0,38.77501767148968,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
69,0.23654361947635888,31.379915268847768,789.119757146625,51.734393542560376,0,0,35.55589968859495,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
70,0.3283892050235468,139.4315631624836,-380.7864411551127,9.400712834788926,0,0,47.720519495030096,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
71,0.26721736987343814,27.382673033564988,928.1979741599316,6.530142668530664,0,0,58.70765475229545,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
72,0.12242661285839575,8.756854291826947,-312.32170004026284,30.375232041918068,0,0,51.14126774572627,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
73,0.27254246889458533,6.885484702755733,30.62468450779147,6.147905813275202,0,0,31.967756199639723,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
74,0.266605243464463,35.680064814656355,-257.94754180881876,31.471843345781124,0,0,22.884157569520383,burnslab_unif_fg,13536,9841,4425,4039,8532,9321
