,frac_pol,psi0_deg,RM_screen_radm2,RM_src_radm2,sigma_RM_2,sigmaRM_FG,SNR,model,frac_pol_seed,RM_screen_seed,RM_source_seed,sigmaRM_seed,sigma_FG_seed,psi0_seed
0,0.23430556256094295,91.59409162092477,339.6132572021975,9.029690825071176,37.746661261777554,0,46.76519779703584,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
1,0.2508496262812833,36.06276785754476,707.8986548647003,45.82455584861651,24.96017835222586,0,40.35692928387365,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
2,0.20919823450102756,107.85693174279832,-1012.8366361633782,73.6673461119138,34.82869192329007,0,25.728246538146077,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
3,0.3294906710279826,135.26518932854907,633.8813277615293,90.83862771510375,17.03856674765913,0,34.07182462998952,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
4,0.1428318113420829,67.25623043741152,146.5632640077415,20.818445939183583,21.000921624656133,0,33.4165066613441,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
5,0.2656139982799036,37.93193439723956,-299.5000732552512,3.414721665208434,17.691991433864484,0,17.055302633272653,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
6,0.16391272168170873,57.5473238783799,482.3150092868025,79.70941195682855,36.99222627292267,0,32.435138307623944,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
7,0.08248276942840593,35.838536410382865,718.8931906030884,50.76149930850553,17.24185461530887,0,31.59326831453837,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
8,0.07831583848623697,25.349889225550932,-848.2395606809031,99.48463836401085,39.43034959382549,0,16.872007673280734,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
9,0.014219452205432637,43.9355247336355,1073.511494422587,16.819860334823087,16.818597581528223,0,22.595679411937848,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
10,0.04323804609094928,31.837307028256298,-265.4816960041578,64.16600575551766,28.937862268276607,0,49.05890516412648,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
11,0.19326873082664456,125.16184337794907,223.4038110361189,81.77654738069853,27.88969539144589,0,19.75207401228885,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
12,0.06609367819886698,18.61337660042416,-619.5109715782669,96.71862693072025,31.606842084033023,0,29.270816093235744,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
13,0.2314233381697647,63.76974784399309,824.7033772195248,17.401078579280796,34.14772166755276,0,39.1607232954307,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
14,0.1689884620033464,28.656662180926332,854.878413771015,25.298325509949244,7.879960541109886,0,48.41015671245109,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
15,0.03415581112042237,19.62421337893029,113.28271453969865,8.68471017304156,34.8478241860964,0,13.362076985652172,mixedslab_unif_fg,1354,9431,42235,43209,3232,93321
