,frac_pol,psi0_deg,psi0_2_deg,RM_screen_radm2,RM_screen_2_radm2,RM_src_radm2,sigma_RM_2,sigmaRM_FG,frac_pol_2_comp,SNR,model,frac_pol_seed,RM_screen_seed,RM_source_seed,sigmaRM_seed,sigma_FG_seed,psi0_seed
0,0.18248885804698067,79.53026300182647,0,0,0,30.667617374387067,47.06595165458253,13.484611262162955,0,56.31128205140748,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
1,0.13230636986219355,135.6359246367217,0,0,0,13.804958107584332,19.12565395048189,34.45274476017619,0,37.50527738414904,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
2,0.4976418770083995,135.78422982959162,0,0,0,44.144324518094365,1.498076625765869,24.126429800590746,0,53.076986611426015,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
3,0.12235965143185708,43.13952649147226,0,0,0,48.260020781752374,36.87778282412133,2.1094357774919095,0,24.28890223901839,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
4,0.27945111135914313,55.237339201090315,0,0,0,33.35050214423953,11.449588238865026,33.06165175943692,0,56.28399046424967,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
5,0.24743642406821648,121.96625033093547,0,0,0,33.98746306420942,12.545805733031818,32.463576309238405,0,45.094903187827185,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
6,0.24457597723403296,66.07354980264381,0,0,0,24.919866803189215,29.861945785904172,7.478877263597812,0,34.67552978830631,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
7,0.438896723523083,124.62434796570196,0,0,0,20.110699312606396,21.52019365413725,9.804796005676797,0,22.674985579295065,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
8,0.43344770331284677,88.1929052664568,0,0,0,16.86238902436883,40.18323518746833,4.028140138585321,0,40.68174374903295,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
9,0.08736516609927199,139.82457238504944,0,0,0,12.633082877770097,6.102783493444375,36.66667455220143,0,23.62008710687912,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
10,0.15910807088810713,26.321492391873345,0,0,0,31.30051193276595,36.58467149810046,10.670740242868721,0,43.420279722152856,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
11,0.4346945275194713,160.8426366940482,0,0,0,10.293971531837068,45.825486027846765,30.284584548469304,0,52.575291481338844,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
12,0.044837442216231434,46.42598481250289,0,0,0,17.87579452344345,2.4525086230138844,27.824869437275318,0,42.053934829201005,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
13,0.3903507105693194,123.1940913124236,0,0,0,11.756416927216199,16.86052141442344,20.81653200525667,0,58.04843875506568,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
14,0.3679300259227707,142.17615320929028,0,0,0,25.257828234680666,1.2051963419301588,39.36038078973113,0,52.4603330252925,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
15,0.3287662880449697,18.7693969561589,0,0,0,44.17574003267772,43.881157529138264,27.195683633138575,0,38.851495431578314,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
16,0.4199336044424381,25.223523959747002,0,0,0,46.10819411807374,25.91521082581316,7.491727628038543,0,46.09371024089737,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
17,0.45550835368615183,28.370319925561947,0,0,0,30.04329575027248,41.921462875051624,12.719312793165557,0,44.42310485337285,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
18,0.4721792068096835,13.339166285312835,0,0,0,9.079121155812528,0.6537646083788601,7.858276614178993,0,58.40163906254364,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
19,0.3028625463591495,168.98760101705034,0,0,0,3.369157645498649,18.19513118537427,26.04685228592035,0,16.48019406393582,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
20,0.118713135634318,59.455684318568146,0,0,0,4.727665580621572,1.9734144144099148,13.853298829952115,0,19.007738375880102,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
21,0.3146812406966719,24.998389399418627,0,0,0,3.778493332440486,7.928493833253717,27.42709991057977,0,23.142846232451465,turbslab_ran_fg,1354,9431,42235,43209,3232,93321
