,frac_pol,psi0_deg,RM_screen_radm2,RM_src_radm2,sigma_RM_2,sigmaRM_FG,SNR,model,frac_pol_seed,RM_screen_seed,RM_source_seed,sigmaRM_seed,sigma_FG_seed,psi0_seed
0,0.3211044783178851,57.29839661670076,342.02473176550166,0,0,0,21.215867350333426,faraday_simple,1354,9431,42235,43209,3232,93321
1,0.12340553798773297,107.96858611766963,985.4276282707947,0,0,0,24.97721809407316,faraday_simple,1354,9431,42235,43209,3232,93321
2,0.20439031471712182,81.74112840140604,228.59578055768452,0,0,0,8.084437111857675,faraday_simple,1354,9431,42235,43209,3232,93321
3,0.3182515844834648,35.73155704280867,-930.4532365210766,0,0,0,13.334074802828766,faraday_simple,1354,9431,42235,43209,3232,93321
4,0.20237557283830973,57.43241732677649,162.55698367689638,0,0,0,3.1830393770863035,faraday_simple,1354,9431,42235,43209,3232,93321
5,0.3719157146370721,33.74660058335498,-552.8140940052365,0,0,0,21.333447576304074,faraday_simple,1354,9431,42235,43209,3232,93321
6,0.2825788707365701,170.19384155584393,-10.21848235007792,0,0,0,23.60936765031371,faraday_simple,1354,9431,42235,43209,3232,93321
7,0.12822911646530114,69.82497570712194,28.72527029719231,0,0,0,23.122400103711367,faraday_simple,1354,9431,42235,43209,3232,93321
8,0.3226878452702849,21.67858092633087,-973.1949708804519,0,0,0,21.161737898429703,faraday_simple,1354,9431,42235,43209,3232,93321
9,0.10897673875924949,118.1592497578965,1077.3180871210316,0,0,0,7.187420443027808,faraday_simple,1354,9431,42235,43209,3232,93321
10,0.29441949087593555,26.9157859797629,59.12034964757913,0,0,0,28.949990585638638,faraday_simple,1354,9431,42235,43209,3232,93321
11,0.2430951265158817,48.49937428855241,1032.4661743621205,0,0,0,27.449644964240033,faraday_simple,1354,9431,42235,43209,3232,93321
12,0.17164023251462773,174.76822696351437,-66.6133505522846,0,0,0,20.138122738261988,faraday_simple,1354,9431,42235,43209,3232,93321
13,0.12144218804855748,134.50267350254333,-926.9789891119651,0,0,0,6.509608755220518,faraday_simple,1354,9431,42235,43209,3232,93321
